orf19_id	a22_systematic_name	gene_name	other_alleles
orf19.4441	C1_07260C_A		C1_07260C_B
orf19.4442	C1_07250C_A	ALG9	C1_07250C_B
orf19.4443	C1_07240W_A	YPD1	C1_07240W_B
orf19.4444	C1_07230W_A	PHO15	C1_07230W_B
orf19.4447	C1_07200W_A	YMC1	C1_07200W_B
orf19.4448	C1_07190W_A	SOG2	C1_07190W_B
orf19.4449	C1_07180W_A	CCS1	C1_07180W_B
orf19.445	C1_05210C_A		C1_05210C_B
orf19.4450	C1_07170C_A	ZCF23	C1_07170C_B
orf19.4451	C1_07140C_A	RIA1	C1_07140C_B
orf19.4457	C1_03860C_A	BNI4	C1_03860C_B
orf19.4459	C1_03870C_A		C1_03870C_B
orf19.4464	C1_03900W_A	SEN15	C1_03900W_B
orf19.4465	C1_03910C_A		C1_03910C_B
orf19.4466	C1_03920C_A		C1_03920C_B
orf19.4468	C1_03940W_A		C1_03940W_B
orf19.4471	C1_03960C_A		C1_03960C_B
orf19.4473	C1_03980W_A	SPC19	C1_03980W_B
orf19.4474	C1_03990W_A		C1_03990W_B
orf19.4475	C1_04000C_A	KTR4	C1_04000C_B
orf19.4478	C1_04030W_A		C1_04030W_B
orf19.4479	C1_04040C_A		C1_04040C_B
orf19.448	C1_05170C_A	CUE5	C1_05170C_B
orf19.4488	C2_04620W_A		C2_04620W_B
orf19.449	C1_05160C_A		C1_05160C_B
orf19.4490	C2_04600C_A	RPL17B	C2_04600C_B
orf19.4490.2	C2_04590C_A	QCR8	C2_04590C_B
orf19.4491	C2_04580W_A	ERG20	C2_04580W_B
orf19.4492	C2_04570W_A		C2_04570W_B
orf19.4494	C2_04560W_A	KTR2	C2_04560W_B
orf19.4496	C2_04540C_A	GDT1	C2_04540C_B
orf19.4497	C2_04530W_A	MED8	C2_04530W_B
orf19.4499	C2_04510W_A	RIM2	C2_04510W_B
orf19.4502	C2_04500W_A		C2_04500W_B
orf19.4503	C2_04490W_A		C2_04490W_B
orf19.451	CR_06000W_A	SOK1	CR_06000W_B
orf19.4516	C2_04380C_A		C2_04380C_B
orf19.4518	C2_04360W_A	CWR1	C2_04360W_B
orf19.4519	C2_04350C_A	SUV3	C2_04350C_B
orf19.4520	C2_04340C_A		C2_04340C_B
orf19.4521	C2_04330C_A		C2_04330C_B
orf19.4522	C1_02030C_A		C1_02030C_B
orf19.4523	C1_02020W_A		C1_02020W_B
orf19.4525	C1_02000W_A		C1_02000W_B
orf19.4526	C1_01990W_A	HSP30	C1_01990W_B
orf19.4528	C1_01950C_A		C1_01950C_B
orf19.4529	C1_01940C_A		C1_01940C_B
orf19.4530.1	C1_01930W_A		C1_01930W_B
orf19.4531	C1_01920W_A	ROA1	C1_01920W_B
orf19.4532	C1_01910W_A		C1_01910W_B
orf19.4533	C1_01900C_A		C1_01900C_B
orf19.4534	C1_01890C_A		C1_01890C_B
orf19.4535	C1_01880C_A	PTR3	C1_01880C_B
orf19.4536	C1_01870C_A	CYS4	C1_01870C_B
orf19.4537	C1_01860W_A		C1_01860W_B
orf19.4538	C1_01850C_A		C1_01850C_B
orf19.454	CR_05990C_A	SFL1	CR_05990C_B
orf19.4540	C1_01830C_A	UBC8	C1_01830C_B
orf19.4542	C1_01820C_A		C1_01820C_B
orf19.4545	C1_01790W_A	SWI4	C1_01790W_B
orf19.4548	C1_01770W_A	MAK32	C1_01770W_B
orf19.4550	C1_01750W_A		C1_01750W_B
orf19.4551	C1_01740W_A	CTN1	C1_01740W_B
orf19.4557	C6_04120C_A		C6_04120C_B
orf19.4560	C4_02270C_A	BFR1	C4_02270C_B
orf19.4563	C4_02260C_A		C4_02260C_B
orf19.4565	C4_02250C_A	BGL2	C4_02250C_B
orf19.457	CR_05980W_A		CR_05980W_B
orf19.4574	C4_02170C_A		C4_02170C_B
orf19.4575	C4_02160C_A		C4_02160C_B
orf19.4577	C4_02150C_A		C4_02150C_B
orf19.4577.3	C4_02140C_A	TIM10	C4_02140C_B
orf19.4578	C4_02130W_A	CYT2	C4_02130W_B
orf19.4579	C4_02120W_A	ERV29	C4_02120W_B
orf19.458	CR_05970C_A		CR_05970C_B
orf19.4581	C4_02100C_A	GPI14	C4_02100C_B
orf19.4582	C4_02090C_A		C4_02090C_B
orf19.4585	C4_02060C_A	TFG1	C4_02060C_B
orf19.4587	C4_02050W_A	HGH1	C4_02050W_B
orf19.4589	C4_02040W_A		C4_02040W_B
orf19.459	CR_05950C_A	ADP1	CR_05950C_B
orf19.4591	C4_02020W_A	CAT2	C4_02020W_B
orf19.4593	C4_02000C_A	RGA2	C4_02000C_B
orf19.4593.1	C4_01990W_A		C4_01990W_B
orf19.4594	C4_01980C_A	CLC1	C4_01980C_B
orf19.4596	C4_01960C_A		C4_01960C_B
orf19.4597	C4_01950W_A		C4_01950W_B
orf19.4599	C4_01940W_A	PHO89	C4_01940W_B
orf19.4600	C4_01930C_A		C4_01930C_B
orf19.4601	C4_01910W_A		C4_01910W_B
orf19.4602	C4_01900C_A	MDH1-1	C4_01900C_B
orf19.4603	C4_01890C_A	ARL1	C4_01890C_B
orf19.4605	C4_01880W_A	TYR1	C4_01880W_B
orf19.4606	C4_01870C_A	ERG8	C4_01870C_B
orf19.4609	C4_01840C_A		C4_01840C_B
orf19.4611	C4_01820C_A		C4_01820C_B
orf19.4614	C4_01790W_A	ATG11	C4_01790W_B
orf19.4615	C4_01780C_A		C4_01780C_B
orf19.4616	C4_01770W_A	POL30	C4_01770W_B
orf19.4617	C4_01760W_A		C4_01760W_B
orf19.4618	C4_01750C_A	FBA1	C4_01750C_B
orf19.4620	C4_01740W_A	TIM12	C4_01740W_B
orf19.4621	C4_01730C_A		C4_01730C_B
orf19.4622	C4_01720C_A		C4_01720C_B
orf19.4623.3	C4_01700C_A	NHP6A	C4_01700C_B
orf19.4624	C4_01690C_A	HRT2	C4_01690C_B
orf19.4625	C4_01680W_A	TOA2	C4_01680W_B
orf19.4626	C4_01670C_A	TAP42	C4_01670C_B
orf19.4627	C4_01660W_A		C4_01660W_B
orf19.4628	C4_01650C_A		C4_01650C_B
orf19.4629	C4_01560C_A		C4_01560C_B
orf19.4630	C4_01550C_A	CPA1	C4_01550C_B
orf19.4632	C4_01520C_A	RPL20B	C4_01520C_B
orf19.4633	C4_01510W_A		C4_01510W_B
orf19.4634	C4_01500W_A		C4_01500W_B
orf19.4635	C4_01490W_A	NIP1	C4_01490W_B
orf19.4637	C4_01470W_A		C4_01470W_B
orf19.4640	C4_01450W_A	PWP1	C4_01450W_B
orf19.4641	C4_01440W_A	NMT1	C4_01440W_B
orf19.4645	C4_01410W_A	BEM1	C4_01410W_B
orf19.4650	C4_01370W_A	ILV6	C4_01370W_B
orf19.4657	C4_01300W_A		C4_01300W_B
orf19.4659	C4_01280C_A		C4_01280C_B
orf19.4660	C4_01270W_A	RPS6A	C4_01270W_B
orf19.4662	C4_01260W_A	RLM1	C4_01260W_B
orf19.4664	C4_01250W_A	NAT4	C4_01250W_B
orf19.4670	C4_01190W_A	CAS5	C4_01190W_B
orf19.4676	C4_01140C_A		C4_01140C_B
orf19.4677	C4_01130C_A		C4_01130C_B
orf19.4678	C4_01120C_A		C4_01120C_B
orf19.4679	C4_01100C_A	AGP2	C4_01100C_B
orf19.4681	C4_01080W_A	RAT1	C4_01080W_B
orf19.4683	C4_01060W_A	MLP1	C4_01060W_B
orf19.4686	C4_01020C_A		C4_01020C_B
orf19.469	CR_03900W_A	HST7	CR_03900W_B
orf19.4697	C4_00970C_A	MDN1	C4_00970C_B
orf19.4699	C4_00950C_A		C4_00950C_B
orf19.470	CR_03910C_A	TAF12L	CR_03910C_B
orf19.4701	C4_00940W_A		C4_00940W_B
orf19.4704	C4_00890W_A	ARO1	C4_00890W_B
orf19.4705	C4_00880W_A		C4_00880W_B
orf19.4706	C4_00860C_A		C4_00860C_B
orf19.4715	C4_06130W_A	NUM11	C4_06130W_B
orf19.4716	C4_06120W_A	GDH3	C4_06120W_B
orf19.4718	C4_06110C_A	TRP5	C4_06110C_B
orf19.4719	C4_06100W_A	CWH41	C4_06100W_B
orf19.4720	C1_08620W_A	CTR2	C1_08620W_B
orf19.4721	C1_08630W_A		C1_08630W_B
orf19.4722	C1_08640W_A	RTG1	C1_08640W_B
orf19.4723	C1_08650C_A	FAD1	C1_08650C_B
orf19.4724	C1_08660C_A	PRP11	C1_08660C_B
orf19.4725	C1_08670W_A	SWI6	C1_08670W_B
orf19.4726	C1_08680C_A		C1_08680C_B
orf19.4727	C1_08690W_A		C1_08690W_B
orf19.4728	C1_08700W_A		C1_08700W_B
orf19.473	CR_03920C_A	TPO4	CR_03920C_B
orf19.4730	C1_08710W_A		C1_08710W_B
orf19.4731	C1_08730W_A		C1_08730W_B
orf19.4732	C1_08740C_A	SEC24	C1_08740C_B
orf19.4735	C1_08770W_A		C1_08770W_B
orf19.4736	C1_08780W_A		C1_08780W_B
orf19.4737	C1_08790W_A	TPO3	C1_08790W_B
orf19.4738	C1_08800W_A		C1_08800W_B
orf19.4739	C1_08810C_A	MSS116	C1_08810C_B
orf19.474	CR_03930C_A		CR_03930C_B
orf19.4740	C1_08820C_A		C1_08820C_B
orf19.4744	C1_08860C_A		C1_08860C_B
orf19.4746	C1_08870C_A	JIP5	C1_08870C_B
orf19.4747	C1_08880W_A	HEM14	C1_08880W_B
orf19.4748	C1_08890C_A		C1_08890C_B
orf19.475	CR_03940W_A		CR_03940W_B
orf19.4751	C1_08920W_A		C1_08920W_B
orf19.4752	C1_08940C_A	MSN4	C1_08940C_B
orf19.4753	C1_08950W_A	PFK26	C1_08950W_B
orf19.4754	C1_08980C_A	ZWF1	C1_08980C_B
orf19.4755	C1_08990C_A	KEX2	C1_08990C_B
orf19.4756	C1_09000W_A		C1_09000W_B
orf19.4757	C1_09010W_A	NAR1	C1_09010W_B
orf19.4759	C1_09030C_A	COX5	C1_09030C_B
orf19.4760	C1_09040C_A		C1_09040C_B
orf19.4761	C1_09050W_A	HST1	C1_09050W_B
orf19.4763	C1_09060C_A		C1_09060C_B
orf19.4764	C1_09070W_A		C1_09070W_B
orf19.4766	C1_09090C_A	ARG81	C1_09090C_B
orf19.4769	C1_09120W_A	IPT1	C1_09120W_B
orf19.477	CR_03950W_A		CR_03950W_B
orf19.4772	C1_09140C_A	SSU81	C1_09140C_B
orf19.4775	C1_09170W_A	CTA8	C1_09170W_B
orf19.4776	C1_09180W_A	LYS143	C1_09180W_B
orf19.4777	C1_09190C_A	DAK2	C1_09190C_B
orf19.4779	C1_09210C_A		C1_09210C_B
orf19.478	CR_03960C_A		CR_03960C_B
orf19.4785	C1_09260C_A	PTC1	C1_09260C_B
orf19.4787	C1_09280W_A		C1_09280W_B
orf19.4788	C1_09290C_A	ARG5,6	C1_09290C_B
orf19.479.2	CR_03970C_A	SEC22	CR_03970C_B
orf19.4793	C1_09330W_A		C1_09330W_B
orf19.4796	C1_09350W_A		C1_09350W_B
orf19.4798	C1_09360C_A	EFR3	C1_09360C_B
orf19.4799	C1_09370W_A	CEF1	C1_09370W_B
orf19.48	C1_04950C_A	RPM2	C1_04950C_B
orf19.480	CR_03980W_A		CR_03980W_B
orf19.4800	C1_09380W_A	RIM20	C1_09380W_B
orf19.4801	C1_09390W_A		C1_09390W_B
orf19.4802	C1_09400C_A	FTH1	C1_09400C_B
orf19.4805	C1_09430W_A		C1_09430W_B
orf19.4807	C1_09440W_A		C1_09440W_B
orf19.4808	C1_09450C_A	NUP188	C1_09450C_B
orf19.4809	C1_09460W_A	ERG12	C1_09460W_B
orf19.481	CR_03990C_A	GCD1	CR_03990C_B
orf19.4811	C1_09470C_A		C1_09470C_B
orf19.4812	C1_09480W_A	PPT2	C1_09480W_B
orf19.4813	C1_09490C_A	GUA1	C1_09490C_B
orf19.4815	C1_09510W_A	YTM1	C1_09510W_B
orf19.4816	C1_09520C_A		C1_09520C_B
orf19.4817	C1_09530W_A	RAM2	C1_09530W_B
orf19.482	CR_04000W_A	RPT4	CR_04000W_B
orf19.4820	C1_09570W_A		C1_09570W_B
orf19.4825	C1_09620C_A		C1_09620C_B
orf19.4826	C1_09630W_A	IDH1	C1_09630W_B
orf19.4827	C1_09640W_A	ADE12	C1_09640W_B
orf19.4829	C1_09660W_A	DOA1	C1_09660W_B
orf19.4833	C1_09690W_A	MLS1	C1_09690W_B
orf19.4835	C1_09710C_A		C1_09710C_B
orf19.4836	C1_09720W_A	URA1	C1_09720W_B
orf19.4837	C1_09730W_A	DAM1	C1_09730W_B
orf19.4839	C1_09750W_A		C1_09750W_B
orf19.484	CR_04010C_A	MRPL40	CR_04010C_B
orf19.4841	C1_09760C_A	SHY1	C1_09760C_B
orf19.4843	C1_09780C_A		C1_09780C_B
orf19.4844	C1_09790C_A		C1_09790C_B
orf19.4845	C1_09800C_A	TVP18	C1_09800C_B
orf19.4846	C1_09810W_A		C1_09810W_B
orf19.4848	C1_09830W_A	SKI3	C1_09830W_B
orf19.4849	C1_09840C_A		C1_09840C_B
orf19.485	CR_04020C_A		CR_04020C_B
orf19.4850	C1_09850C_A	CUB1	C1_09850C_B
orf19.4851	C1_09860C_A	TFA1	C1_09860C_B
orf19.4853	C1_09870W_A	HCM1	C1_09870W_B
orf19.4855	C1_09880C_A	BUD31	C1_09880C_B
orf19.4858	C1_09920W_A	VPS41	C1_09920W_B
orf19.486	CR_04030W_A	NIP100	CR_04030W_B
orf19.4862	C1_09950C_A		C1_09950C_B
orf19.4862.2	C1_09960W_A	PET100	C1_09960W_B
orf19.4863	C1_09970C_A	PDC2	C1_09970C_B
orf19.4864	C1_09980C_A		C1_09980C_B
orf19.4865	C1_09990W_A	SAC1	C1_09990W_B
orf19.4866	C1_10000C_A	CPP1	C1_10000C_B
orf19.4867	C1_10010C_A	SWE1	C1_10010C_B
orf19.487	CR_04040C_A	SPT14	CR_04040C_B
orf19.4870	C1_10030W_A	DBP3	C1_10030W_B
orf19.4871	C1_10040W_A	ERO1	C1_10040W_B
orf19.4875	C1_10080W_A		C1_10080W_B
orf19.4878	C1_10090C_A		C1_10090C_B
orf19.4879.2	C1_10100C_A	NTF2	C1_10100C_B
orf19.488	CR_04050C_A	MEX67	CR_04050C_B
orf19.4882	C1_10120C_A		C1_10120C_B
orf19.4883	C1_10140C_A		C1_10140C_B
orf19.4884	C1_10150W_A	WOR1	C1_10150W_B
orf19.4885	C1_10160W_A	MIR1	C1_10160W_B
orf19.4887	C1_10180C_A	ECM21	C1_10180C_B
orf19.4889	C1_10200C_A	HOL1	C1_10200C_B
orf19.489	CR_04060C_A	DAP1	CR_04060C_B
orf19.4890	C1_10210C_A	CLA4	C1_10210C_B
orf19.4894	C1_10240C_A		C1_10240C_B
orf19.4896	C1_10260C_A	RPA34	C1_10260C_B
orf19.4897	C1_10270C_A	SFH5	C1_10270C_B
orf19.4898	C1_10280C_A		C1_10280C_B
orf19.490	CR_04070W_A	NAT5	CR_04070W_B
orf19.4900	C1_10300W_A	MNN12	C1_10300W_B
orf19.4903	C1_10320W_A		C1_10320W_B
orf19.4904	C1_10330C_A		C1_10330C_B
orf19.4906	C1_10350C_A		C1_10350C_B
orf19.4907	C1_10360C_A		C1_10360C_B
orf19.4909	C1_10380C_A	CBK1	C1_10380C_B
orf19.4909.1	C1_10390C_A	RPL42	C1_10390C_B
orf19.491	CR_04080C_A	SEC63	CR_04080C_B
orf19.4912	C1_10420C_A		C1_10420C_B
orf19.4913	C1_12830C_A		C1_12830C_B
orf19.4914	C1_12840W_A		C1_12840W_B
orf19.492	CR_04090C_A	ADE17	CR_04090C_B
orf19.4922	C1_12920C_A		C1_12920C_B
orf19.4927	C1_12960C_A	BNI1	C1_12960C_B
orf19.4928	C1_12970C_A	SEC2	C1_12970C_B
orf19.4929	C1_13010W_A		C1_13010W_B
orf19.493	CR_04100C_A	RPL15A	CR_04100C_B
orf19.4930	C1_13020C_A	SPC3	C1_13020C_B
orf19.4931	C1_13030C_A		C1_13030C_B
orf19.4931.1	C1_13050W_A	RPL14	C1_13050W_B
orf19.4932	C1_13060C_A		C1_13060C_B
orf19.4937	C1_13110C_A	CHS3	C1_13110C_B
orf19.4939	C1_13120C_A	MON2	C1_13120C_B
orf19.494	CR_04110W_A		CR_04110W_B
orf19.4941	C1_13140C_A	TYE7	C1_13140C_B
orf19.4945	C1_13170C_A	MSH6	C1_13170C_B
orf19.4947	C1_13190W_A		C1_13190W_B
orf19.4948	C1_13200C_A	REX3	C1_13200C_B
orf19.4950	C1_13220C_A	AKR1	C1_13220C_B
orf19.4952.1	C1_13260W_A		C1_13260W_B
orf19.4953	C1_13270W_A		C1_13270W_B
orf19.4954	C1_13280C_A		C1_13280C_B
orf19.4955	C1_13290W_A		C1_13290W_B
orf19.4956	C1_13300C_A	RPN1	C1_13300C_B
orf19.4958	C1_13310W_A	ECM25	C1_13310W_B
orf19.496	CR_04120C_A		CR_04120C_B
orf19.4960	C1_13330C_A		C1_13330C_B
orf19.4961	C1_13350W_A	STP2	C1_13350W_B
orf19.4962	C1_13360C_A	RMP1	C1_13360C_B
orf19.4963	C1_13370W_A		C1_13370W_B
orf19.4964	C1_13380W_A		C1_13380W_B
orf19.4966	C1_13400C_A	AGC1	C1_13400C_B
orf19.4967	C1_13410W_A	COX19	C1_13410W_B
orf19.4969	C1_13420C_A	KEM1	C1_13420C_B
orf19.497	CR_04130C_A	EAF7	CR_04130C_B
orf19.4979	C1_13470W_A	KNS1	C1_13470W_B
orf19.498	CR_04140W_A		CR_04140W_B
orf19.4980	C1_13480W_A	HSP70	C1_13480W_B
orf19.4981	C1_13490C_A		C1_13490C_B
orf19.4985	C1_13540W_A	GUP1	C1_13540W_B
orf19.4987	C1_13550C_A	NUP49	C1_13550C_B
orf19.4988	C1_13560W_A		C1_13560W_B
orf19.499	CR_04150W_A		CR_04150W_B
orf19.4991	C1_13570W_A	MPT5	C1_13570W_B
orf19.4993	C1_13580W_A	SEC18	C1_13580W_B
orf19.4996	C1_13600W_A		C1_13600W_B
orf19.4997	C1_13610C_A	KIS2	C1_13610C_B
orf19.50	C1_04960C_A		C1_04960C_B
orf19.500	CR_04160C_A		CR_04160C_B
orf19.5000	C1_13630W_A	CYB2	C1_13630W_B
orf19.5001	C1_13640W_A	CUP2	C1_13640W_B
orf19.5003	C1_13650C_A		C1_13650C_B
orf19.5004	C1_13660W_A	RAD54	C1_13660W_B
orf19.5005	C1_13670W_A	OSM2	C1_13670W_B
orf19.5006	C1_13680C_A	GCV3	C1_13680C_B
orf19.5006.1	C1_13690C_A		C1_13690C_B
orf19.5007	C1_13700W_A	ACT1	C1_13700W_B
orf19.5008.1	C1_13710C_A	DAD1	C1_13710C_B
orf19.5009	C1_13720W_A		C1_13720W_B
orf19.501	CR_04170W_A		CR_04170W_B
orf19.5010	C1_13730C_A	DIM1	C1_13730C_B
orf19.5011	C1_13740W_A	KAR9	C1_13740W_B
orf19.5013	C1_13760W_A	AGM1	C1_13760W_B
orf19.5014	C1_13770C_A		C1_13770C_B
orf19.5015	C1_13780W_A	MYO2	C1_13780W_B
orf19.5016	C1_13790C_A		C1_13790C_B
orf19.5021	C1_13830C_A	PDX1	C1_13830C_B
orf19.5022	C1_13840W_A	SMF13	C1_13840W_B
orf19.5024	C1_13860C_A	GND1	C1_13860C_B
orf19.5025	C1_13870W_A	MET3	C1_13870W_B
orf19.5026	C1_13880C_A	ZMS1	C1_13880C_B
orf19.5027	C1_13900C_A	LCB2	C1_13900C_B
orf19.5029	C1_13910C_A	MODF	C1_13910C_B
orf19.5030	C1_13920W_A	DOS2	C1_13920W_B
orf19.5031	C1_13930W_A	SSK1	C1_13930W_B
orf19.5032	C1_13940W_A	SIM1	C1_13940W_B
orf19.5033	C1_13950C_A	ATG12	C1_13950C_B
orf19.5034	C1_13960W_A	YBP1	C1_13960W_B
orf19.5035	C1_13970C_A	HPC2	C1_13970C_B
orf19.5038	C4_03830W_A		C4_03830W_B
orf19.5039	C4_03840C_A	RRP42	C4_03840C_B
orf19.504	CR_04180C_A	ARP5	CR_04180C_B
orf19.5040	C4_03850W_A		C4_03850W_B
orf19.5042	C4_03870C_A		C4_03870C_B
orf19.5045	C4_03890W_A	PTP2	C4_03890W_B
orf19.5046	C4_03900C_A	RAM1	C4_03900C_B
orf19.5049	C1_07790C_A		C1_07790C_B
orf19.505	CR_04190W_A	SRV2	CR_04190W_B
orf19.5050	C1_07800W_A	MTO1	C1_07800W_B
orf19.5052	C1_07820W_A		C1_07820W_B
orf19.5053	C1_07830C_A	ECO1	C1_07830C_B
orf19.5054	C1_07840W_A		C1_07840W_B
orf19.5056	C1_07850C_A		C1_07850C_B
orf19.5058	C1_07870C_A	SMI1	C1_07870C_B
orf19.5059	C1_07880C_A	GCS1	C1_07880C_B
orf19.506	CR_04200W_A	YDJ1	CR_04200W_B
orf19.5061	C1_07890C_A	ADE5,7	C1_07890C_B
orf19.5064	C1_07910C_A	MRPL3	C1_07910C_B
orf19.5065	C1_07930C_A	ERD1	C1_07930C_B
orf19.5066	C1_07950C_A		C1_07950C_B
orf19.5067	C1_07960W_A		C1_07960W_B
orf19.5068	C1_07970C_A	IRE1	C1_07970C_B
orf19.5069	C1_07980C_A		C1_07980C_B
orf19.5071	C1_08000W_A	NRP1	C1_08000W_B
orf19.5073	C1_08010W_A	DPM1	C1_08010W_B
orf19.5074	C1_08020W_A	UBA2	C1_08020W_B
orf19.5076	C1_08030W_A	PFY1	C1_08030W_B
orf19.508	CR_04210C_A	QDR1	CR_04210C_B
orf19.5081	C1_08090C_A	FUN12	C1_08090C_B
orf19.5083	C1_08100W_A	DRG1	C1_08100W_B
orf19.5085	C1_08110W_A		C1_08110W_B
orf19.5087	C1_08120W_A	BUD6	C1_08120W_B
orf19.5089	C1_08130C_A	TERT	C1_08130C_B
orf19.5090	C1_08140W_A		C1_08140W_B
orf19.5093	C1_08160W_A	SFH1	C1_08160W_B
orf19.5095	C1_08180C_A	OSH2	C1_08180C_B
orf19.5097	C1_08190C_A	CAT8	C1_08190C_B
orf19.5098	C1_08200W_A	NTG1	C1_08200W_B
orf19.51	C1_04970W_A		C1_04970W_B
orf19.5101	C1_08220W_A	CCR4	C1_08220W_B
orf19.5104	C1_08260C_A	LTP1	C1_08260C_B
orf19.5105	C1_08270C_A	MED15	C1_08270C_B
orf19.5106	C1_08290C_A	DIP2	C1_08290C_B
orf19.5107	C1_08300W_A	NOT5	C1_08300W_B
orf19.511	CR_04230W_A		CR_04230W_B
orf19.5110	C1_08310W_A	OPY2	C1_08310W_B
orf19.5112	C1_08320W_A	TKL1	C1_08320W_B
orf19.5113	C1_08330C_A	ADH2	C1_08330C_B
orf19.5114	C1_08340C_A		C1_08340C_B
orf19.5117	C1_08360C_A	OLE1	C1_08360C_B
orf19.5118	C1_08370W_A	SDS24	C1_08370W_B
orf19.512	CR_04240C_A		CR_04240C_B
orf19.5125	C7_03280C_A		C7_03280C_B
orf19.5130	C7_03250C_A	PDI1	C7_03250C_B
orf19.5131	C7_03240W_A		C7_03240W_B
orf19.5136	C7_03200C_A		C7_03200C_B
orf19.5137.1	C7_03180C_A	HHO1	C7_03180C_B
orf19.514	CR_04260W_A	SNP3	CR_04260W_B
orf19.5142	C7_03130C_A	DFR1	C7_03130C_B
orf19.5143	C7_03120W_A	TIM54	C7_03120W_B
orf19.5147	C7_03080W_A	LMO1	C7_03080W_B
orf19.5148	C7_03070C_A	CYR1	C7_03070C_B
orf19.515	CR_04270C_A		CR_04270C_B
orf19.5155	C7_03060C_A	CHS6	C7_03060C_B
orf19.5156	C7_03050W_A		C7_03050W_B
orf19.5159	C7_03020C_A	DUG3	C7_03020C_B
orf19.516	CR_04280C_A		CR_04280C_B
orf19.5160	C7_03010W_A	SAP190	C7_03010W_B
orf19.5161	C7_03000C_A		C7_03000C_B
orf19.5162	C7_02990W_A	BCK1	C7_02990W_B
orf19.5163	C7_02980C_A	SFI1	C7_02980C_B
orf19.5164	C7_02970W_A	ECM39	C7_02970W_B
orf19.5165	C7_02960C_A		C7_02960C_B
orf19.5166	C7_02950C_A	DBF4	C7_02950C_B
orf19.5167	C7_02940C_A	IFM1	C7_02940C_B
orf19.5168	C7_02930C_A		C7_02930C_B
orf19.517	CR_04290W_A	HAP31	CR_04290W_B
orf19.5171	C7_02890C_A	PMT1	C7_02890C_B
orf19.5174	C7_02870C_A	TAF19	C7_02870C_B
orf19.5175	C7_02860C_A	DOA10	C7_02860C_B
orf19.5178	C7_02840C_A	ERG5	C7_02840C_B
orf19.518	CR_04300W_A		CR_04300W_B
orf19.5180	C7_02810W_A	PRX1	C7_02810W_B
orf19.5182	C7_02790C_A	POL3	C7_02790C_B
orf19.5184	C7_02780W_A		C7_02780W_B
orf19.5188	C7_02770W_A	CHS1	C7_02770W_B
orf19.519	CR_04310C_A		CR_04310C_B
orf19.5194.1	C1_04430C_A		C1_04430C_B
orf19.5195	C1_04420C_A	URA6	C1_04420C_B
orf19.5196	C1_04410C_A	ESS1	C1_04410C_B
orf19.5197	C1_04400C_A	APE2	C1_04400C_B
orf19.5198	C1_04390C_A	NOP4	C1_04390C_B
orf19.52	C1_04980C_A		C1_04980C_B
orf19.5200	C1_04380W_A	SIT4	C1_04380W_B
orf19.5201	C1_04370C_A		C1_04370C_B
orf19.5204	C2_05810W_A		C2_05810W_B
orf19.5206	C2_05830C_A		C2_05830C_B
orf19.5207	C2_05840W_A		C2_05840W_B
orf19.5209	C2_05850C_A		C2_05850C_B
orf19.5210	C2_05860C_A		C2_05860C_B
orf19.5211	C2_05890C_A	IDP1	C2_05890C_B
orf19.5212	C2_05900W_A		C2_05900W_B
orf19.5213.1	C2_05920C_A	COX8	C2_05920C_B
orf19.5213.2	C2_05930W_A	COX9	C2_05930W_B
orf19.5214	C2_05940C_A	VPS33	C2_05940C_B
orf19.5219	C1_12450C_A	IRA2	C1_12450C_B
orf19.522	CR_04340W_A	PIM1	CR_04340W_B
orf19.5220	C1_12440W_A		C1_12440W_B
orf19.5221	C1_12430W_A		C1_12430W_B
orf19.5224	C1_12410C_A	PKH2	C1_12410C_B
orf19.5225.2	C1_12390C_A	RPL27A	C1_12390C_B
orf19.5226	C1_12380C_A	WRS1	C1_12380C_B
orf19.5227	C1_12370W_A		C1_12370W_B
orf19.5228	C1_12360C_A	RIB3	C1_12360C_B
orf19.5229	C1_12350W_A		C1_12350W_B
orf19.5230	C1_12340C_A	MRPS9	C1_12340C_B
orf19.5231.2	C1_12320C_A	ATP19	C1_12320C_B
orf19.5232	C1_12310C_A	CSI2	C1_12310C_B
orf19.5235	C1_12280C_A		C1_12280C_B
orf19.5236	C1_12270W_A	SRT1	C1_12270W_B
orf19.5237	C1_12260W_A	VPH2	C1_12260W_B
orf19.5239	C1_12240C_A		C1_12240C_B
orf19.5241	C1_12230W_A	SNT1	C1_12230W_B
orf19.5242	C1_12220W_A	CDC6	C1_12220W_B
orf19.5243	C1_12210W_A	TRP3	C1_12210W_B
orf19.5244	C1_12200W_A	MCD4	C1_12200W_B
orf19.5247	C1_12170C_A		C1_12170C_B
orf19.5248	C1_12160W_A	MSO1	C1_12160W_B
orf19.5255	C1_12100C_A	PXA2	C1_12100C_B
orf19.5257	C1_12080W_A	LCB4	C1_12080W_B
orf19.526	CR_04360C_A	NHP2	CR_04360C_B
orf19.5260	C1_12050W_A	RPN2	C1_12050W_B
orf19.5263	C1_12030W_A	SER33	C1_12030W_B
orf19.5265	C1_12010C_A	KIP4	C1_12010C_B
orf19.5268	C1_11980W_A	MED10	C1_11980W_B
orf19.5269.1	C1_11960C_A		C1_11960C_B
orf19.5274	C1_11930W_A		C1_11930W_B
orf19.5275	C1_11920W_A		C1_11920W_B
orf19.5276	C1_11910W_A		C1_11910W_B
orf19.5277	C1_11900C_A		C1_11900C_B
