reference_pmid	reference_sgdid	curation_tag	entity_type	entity_name	entity_sgdid	note	created_by	date_created
PMID:37341107	SGD:S000344174	Post-translational modifications	gene	URA3	SGD:S000000747	substrates of UBP7 ID'd	NASH	2023-06-27
PMID:37341107	SGD:S000344174	Post-translational modifications	gene	CPR1	SGD:S000002562	substrates of UBP7 ID'd	NASH	2023-06-27
PMID:36090078	SGD:S000339715	Non-phenotype HTP					STACIA	2022-09-20
PMID:37341107	SGD:S000344174	Post-translational modifications	gene	TPI1	SGD:S000002457	substrates of UBP7 ID'd	NASH	2023-06-27
PMID:37341107	SGD:S000344174	Post-translational modifications	gene	STE2	SGD:S000001868	substrates of UBP7 ID'd	NASH	2023-06-27
PMID:35078232	SGD:S000313470	Classical phenotype information	gene	MRP20	SGD:S000002813	 1. A wide range of growth phenotypes was observed among mrp20-A105E segregants, some of which were inviable in this condition.2. we found that most, but not all, mrp20-A105E segregants that were inviable on ethanol exhibited substantially elevated mitochondrial genome instability.	RAHI13	2022-02-01
PMID:36096201	SGD:S000339738	Alleles	allele	pro3-1	SGD:S000339741		NASH	2022-09-22
PMID:35781625	SGD:S000325548	GO information	gene	UBI4	SGD:S000003962	1. UBI4 is essential to DNA repair under high-temperature conditions.2. UBI4 plays an im- portant role in the early meiotic prophase I3. UBI4 exhibits dual functions that are associated with both positive and negative roles in SC formation and recombination during meiosis.	RAHI13	2022-07-11
PMID:35781625	SGD:S000325548	Classical phenotype information	gene	UBI4	SGD:S000003962	1. ubi4Δ was sensitive to the reagents at 37°C (Fig. 1B)2. Thus, ubi4Δ cells fail to segregate their chromosomes and are defective in meiosis.3. a severe defect in normal SC formation during the zygotene/ pachytene stages.4. ubi4Δ cells exhibit increased DSB formation	RAHI13	2022-07-11
PMID:37341107	SGD:S000344174	Post-translational modifications	gene	REP1	SGD:S000029675	substrates of UBP7 ID'd	NASH	2023-06-27
PMID:36172269	SGD:S000339892	Non-phenotype HTP				ribosome profiling of nocodazole-treated budding yeast (SRR18277492 and SRR18277493). Also RNA-seq 	NASH	2022-10-03
PMID:36172269	SGD:S000339892	GO information	gene	CBK1	SGD:S000005105		NASH	2022-10-03
PMID:36172269	SGD:S000339892	Alleles	gene	ACE2	SGD:S000004121	ACE2-F127V dominant mutant	NASH	2022-10-03
PMID:34905017	SGD:S000312583	Delay				Full text unavailable	JODILS	2022-01-03
PMID:36852176	SGD:S000342469	Classical phenotype information	gene	ATG5	SGD:S000006070		STACIA	2023-03-07
PMID:36852176	SGD:S000342469	Classical phenotype information	gene	PXP1	SGD:S000000746		STACIA	2023-03-07
PMID:36852176	SGD:S000342469	Classical phenotype information	gene	PEX7	SGD:S000002549		STACIA	2023-03-07
PMID:36941127	SGD:S000342779	Classical phenotype information	gene	MET6	SGD:S000000893		STACIA	2023-03-28
PMID:36941127	SGD:S000342779	Engineering	gene	MET6	SGD:S000000893		STACIA	2023-03-28
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	EFM1	SGD:S000001031	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:37341107	SGD:S000344174	Post-translational modifications	gene	PRE9	SGD:S000003367	substrates of UBP7 ID'd	NASH	2023-06-27
PMID:37341107	SGD:S000344174	Post-translational modifications	gene	PIN3	SGD:S000006358	substrates of UBP7 ID'd	NASH	2023-06-27
PMID:35787049	SGD:S000325549	Classical phenotype information	gene	CUR1	SGD:S000006362		JODILS	2022-07-11
PMID:36462128	SGD:S000341172	Classical phenotype information	gene	SIR2	SGD:S000002200	null shows reduced CLS extension 	NASH	2022-12-12
PMID:37463503	SGD:S000344621	Engineering					STACIA	2023-07-28
PMID:35787049	SGD:S000325549	Classical phenotype information	gene	NAM7	SGD:S000004685		JODILS	2022-07-11
PMID:35787049	SGD:S000325549	Classical phenotype information	gene	HSP104	SGD:S000003949		JODILS	2022-07-11
PMID:36424352	SGD:S000340944	Engineering	gene	DGA1	SGD:S000005771		STACIA	2022-11-29
PMID:36424352	SGD:S000340944	Engineering	gene	LRO1	SGD:S000005291		STACIA	2022-11-29
PMID:36462128	SGD:S000341172	Classical phenotype information	gene	SOD2	SGD:S000001050	null shows reduced CLS extension 	NASH	2022-12-12
PMID:35787049	SGD:S000325549	Classical phenotype information	gene	BTN2	SGD:S000003374		JODILS	2022-07-11
PMID:35787049	SGD:S000325549	Classical phenotype information	gene	SSZ1	SGD:S000001106		JODILS	2022-07-11
PMID:37298223	SGD:S000344050	Non-phenotype HTP					STACIA	2023-06-16
PMID:35945363	SGD:S000338720	Classical phenotype information	gene	FPS1	SGD:S000003966		JODILS	2022-08-15
PMID:36107772	SGD:S000339722	Classical phenotype information	gene	TOP2	SGD:S000005032		STACIA	2022-09-21
PMID:36533078	SGD:S000341520	Classical phenotype information	gene	RAD5	SGD:S000004022		STACIA	2023-01-12
PMID:36107772	SGD:S000339722	GO information	gene	CST9	SGD:S000004386		STACIA	2022-09-21
PMID:37074954	SGD:S000343167	Classical phenotype information	gene	MDM10	SGD:S000000008		STACIA	2023-04-24
PMID:37074954	SGD:S000343167	Classical phenotype information	gene	VAM6	SGD:S000002235		STACIA	2023-04-24
PMID:37074954	SGD:S000343167	GO information	gene	MDM10	SGD:S000000008		STACIA	2023-04-24
PMID:35778439	SGD:S000325550	Classical phenotype information	gene	FLO1	SGD:S000000084		JODILS	2022-07-11
PMID:36107772	SGD:S000339722	Alleles	gene	TOP2	SGD:S000005032		STACIA	2022-09-21
PMID:34761648	SGD:S000311590	Delay					RAHI13	2021-11-23
PMID:35141499	SGD:S000313758	Classical phenotype information	gene	MCD1	SGD:S000002161		JODILS	2022-02-14
PMID:35141499	SGD:S000313758	Classical phenotype information	gene	CDH1	SGD:S000002971		JODILS	2022-02-14
PMID:35141499	SGD:S000313758	Classical phenotype information	gene	CDC14	SGD:S000001924		JODILS	2022-02-14
PMID:35141499	SGD:S000313758	Classical phenotype information	gene	CDC20	SGD:S000003084		JODILS	2022-02-14
PMID:35942513	SGD:S000338723	Classical phenotype information	gene	RSP5	SGD:S000000927		JODILS	2022-08-15
PMID:36173330	SGD:S000339895	HTP phenotype				evolution of clotrimazole-resistant clones	NASH	2022-10-03
PMID:37342567	SGD:S000344177	Classical phenotype information	gene	PDR15	SGD:S000002814		STACIA	2023-06-27
PMID:35729728	SGD:S000317370	Non-phenotype HTP				The levels of ethyl acetate and ethyl n-propionate were altered in response to all the toxicants used in this study and could thus be targeted for future environmental toxicity monitoring. The RNA-seq results revealed significant changes in the metabolic or signaling pathways related to the ribosome, carbohydrate, and amino acid metabolisms after exposures	JODILS	2022-06-27
PMID:36082083	SGD:S000339723	Classical phenotype information	gene	ARP4	SGD:S000003617		STACIA	2022-09-21
PMID:35598219	SGD:S000316596	Classical phenotype information	gene	RIM20	SGD:S000005801	- deletion of PEX11 and RIM20 resulted in a substantial reduction in growth in the presence of 10 mM LiCl, indicating increased sensitivity	RAHI13	2022-05-31
PMID:35598219	SGD:S000316596	Classical phenotype information	gene	PEX11	SGD:S000005507	- deletion of PEX11 and RIM20 resulted in a substantial reduction in growth in the presence of 10 mM LiCl, indicating increased sensitivity	RAHI13	2022-05-31
PMID:35778827	SGD:S000325552	GO information	gene	RAD53	SGD:S000006074	 - we show that under replication stress Rad53 stalls DNA synthesis on both leading and lagging strands. On lagging strands, it stimulates PCNA unloading- These data confirmed that Rad9 plays a minor role in coupling leading and lagging strands DNA synthesis under replication stress conditions.	RAHI13	2022-07-11
PMID:36082083	SGD:S000339723	Classical phenotype information	gene	HHO1	SGD:S000006048		STACIA	2022-09-21
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	HAP1	SGD:S000004246		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	KIC1	SGD:S000001144		NASH	2022-10-03
PMID:35942513	SGD:S000338723	Classical phenotype information	gene	BUL1	SGD:S000004888		JODILS	2022-08-15
PMID:35942513	SGD:S000338723	Classical phenotype information	gene	GDH1	SGD:S000005902		JODILS	2022-08-15
PMID:35942513	SGD:S000338723	Classical phenotype information	gene	AGP1	SGD:S000000530		JODILS	2022-08-15
PMID:36864781	SGD:S000342471	GO information	gene	GCN5	SGD:S000003484		STACIA	2023-03-07
PMID:36864781	SGD:S000342471	GO information	complex	NuA4 histone acetyltransferase complex	SGD:S000218218		STACIA	2023-03-07
PMID:36864781	SGD:S000342471	Classical phenotype information	gene	RTT109	SGD:S000003925		STACIA	2023-03-07
PMID:35942513	SGD:S000338723	Classical phenotype information	gene	DOA4	SGD:S000002476		JODILS	2022-08-15
PMID:35942513	SGD:S000338723	Classical phenotype information	gene	BUL2	SGD:S000004579		JODILS	2022-08-15
PMID:35942513	SGD:S000338723	GO information	gene	BUL1	SGD:S000004888	RSP5 BUL1 BUL2 DOA4 role in nitrogen catabolite repression	JODILS	2022-08-15
PMID:35942513	SGD:S000338723	GO information	gene	DOA4	SGD:S000002476	RSP5 BUL1 BUL2 DOA4 role in nitrogen catabolite repression	JODILS	2022-08-15
PMID:35942513	SGD:S000338723	GO information	gene	RSP5	SGD:S000000927	RSP5 BUL1 BUL2 DOA4 role in nitrogen catabolite repression	JODILS	2022-08-15
PMID:35942513	SGD:S000338723	GO information	gene	BUL2	SGD:S000004579	RSP5 BUL1 BUL2 DOA4 role in nitrogen catabolite repression	JODILS	2022-08-15
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	CSF1	SGD:S000004077		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	ATP2	SGD:S000003882		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	UPC2	SGD:S000002621		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	PDR5	SGD:S000005679		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	HYM1	SGD:S000001672		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	SUR1	SGD:S000005978		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	PDR1	SGD:S000002981		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	SOG2	SGD:S000005880		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	CBK1	SGD:S000005105		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	ERG25	SGD:S000003292		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	PDR3	SGD:S000000101		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	XRN1	SGD:S000003141		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	ERG11	SGD:S000001049		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	ROX1	SGD:S000006269		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	DHH1	SGD:S000002319		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	ATP1	SGD:S000000195		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	DCP2	SGD:S000005062		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	CSG2	SGD:S000000240		NASH	2022-10-03
PMID:36115461	SGD:S000339725	GO information	gene	HSP78	SGD:S000002666		STACIA	2022-09-21
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	TAO3	SGD:S000001391		NASH	2022-10-03
PMID:36173330	SGD:S000339895	Classical phenotype information	gene	SIT4	SGD:S000002205		NASH	2022-10-03
PMID:35526810	SGD:S000316243	Classical phenotype information	gene	SNF1	SGD:S000002885		JODILS	2022-05-16
PMID:35526810	SGD:S000316243	Classical phenotype information	gene	MIG1	SGD:S000003003		JODILS	2022-05-16
PMID:35526810	SGD:S000316243	Classical phenotype information	gene	HXK2	SGD:S000003222		JODILS	2022-05-16
PMID:35716778	SGD:S000317372	Classical phenotype information	gene	PAH1	SGD:S000004775		JODILS	2022-06-27
PMID:35716778	SGD:S000317372	Classical phenotype information	gene	OLE1	SGD:S000003023		JODILS	2022-06-27
PMID:35947497	SGD:S000338730	Classical phenotype information	gene	CDC10	SGD:S000000595		JODILS	2022-08-15
PMID:36418294	SGD:S000340948	GO information	gene	KAP120	SGD:S000006046		STACIA	2022-11-29
PMID:35947497	SGD:S000338730	Classical phenotype information	gene	CDC3	SGD:S000004306		JODILS	2022-08-15
PMID:35597864	SGD:S000316599	Classical phenotype information	gene	PBS2	SGD:S000003664		JODILS	2022-05-31
PMID:35597864	SGD:S000316599	Classical phenotype information	gene	HOG1	SGD:S000004103		JODILS	2022-05-31
PMID:36934633	SGD:S000342780	Classical phenotype information	gene	MMS2	SGD:S000003055		STACIA	2023-03-28
PMID:35597864	SGD:S000316599	Classical phenotype information	gene	SSK1	SGD:S000003996		JODILS	2022-05-31
PMID:36934633	SGD:S000342780	GO information	gene	UBC4	SGD:S000000286		STACIA	2023-03-28
PMID:37342567	SGD:S000344177	Classical phenotype information	gene	YOR1	SGD:S000003513		STACIA	2023-06-27
PMID:37342567	SGD:S000344177	Classical phenotype information	gene	PDR3	SGD:S000000101		STACIA	2023-06-27
PMID:37342567	SGD:S000344177	Classical phenotype information	gene	PDR5	SGD:S000005679		STACIA	2023-06-27
PMID:37342567	SGD:S000344177	Classical phenotype information	gene	PDR1	SGD:S000002981		STACIA	2023-06-27
PMID:37542049	SGD:S000344889	GO information	gene	SNF2	SGD:S000005816		STACIA	2023-08-15
PMID:37542049	SGD:S000344889	GO information	complex	SWI/SNF chromatin remodelling complex	SGD:S000217596		STACIA	2023-08-15
PMID:35597864	SGD:S000316599	Classical phenotype information	gene	SSK2	SGD:S000005314		JODILS	2022-05-31
PMID:35597864	SGD:S000316599	Classical phenotype information	gene	IRE1	SGD:S000001121		JODILS	2022-05-31
PMID:37342567	SGD:S000344177	Classical phenotype information	gene	PDR10	SGD:S000005855		STACIA	2023-06-27
PMID:35597864	SGD:S000316599	Classical phenotype information	gene	SSK22	SGD:S000000669		JODILS	2022-05-31
PMID:35071999	SGD:S000313487	Classical phenotype information	gene	FOB1	SGD:S000002517		JODILS	2022-02-01
PMID:37342567	SGD:S000344177	Classical phenotype information	gene	SNQ2	SGD:S000002418		STACIA	2023-06-27
PMID:35597864	SGD:S000316599	Classical phenotype information	gene	SLN1	SGD:S000001409		JODILS	2022-05-31
PMID:37428107	SGD:S000344474	Classical phenotype information	gene	FAA4	SGD:S000004860	examined sensitivity to glabridin and wighteone; ERG2 ERG5 ERG6 are highly sensitive; FAA genes resistant, IPT1 and ALE1 are resistant; YDC1 ELO2 ELO3 hypersensitive (see fig 4 for summary); PAH1 DPP1 LPP1 TGL3 CHO2 OPI3 PCT1 CPT1 INO2 INO4 TRP1 PEP4 VTC4 hypersensitive; HAC1 and HSP104 are resistant	NASH	2023-07-17
PMID:35947497	SGD:S000338730	Classical phenotype information	gene	CDC12	SGD:S000001149		JODILS	2022-08-15
PMID:36167157	SGD:S000339897	Classical phenotype information	gene	VPH1	SGD:S000005796		NASH	2022-10-03
PMID:35731107	SGD:S000317374	Classical phenotype information	gene	RFC1	SGD:S000005743	We found that the RFC1-∆BRCT construct exhibits a growth defect when in combination with application of the mutagen MMS, where the RFC1-∆BRCT strain grows approximately 100-fold less well.	RAHI13	2022-06-27
PMID:36339260	SGD:S000340747	Classical phenotype information	gene	MMM1	SGD:S000003929	mmm1-1 modified ER morphology after ER stress compared to wt (see fig 5E), and cold sensitivity of mmm1 deletions (fig 6I)	NASH	2022-11-15
PMID:36462128	SGD:S000341172	Classical phenotype information	gene	GCN4	SGD:S000000735	null shows reduced CLS extension 	NASH	2022-12-12
PMID:35058356	SGD:S000313488	Classical phenotype information	gene	PUS7	SGD:S000005769		JODILS	2022-02-01
PMID:35058356	SGD:S000313488	GO information	gene	PUS7	SGD:S000005769	response to environment	JODILS	2022-02-01
PMID:37428107	SGD:S000344474	Classical phenotype information	gene	PCT1	SGD:S000003434	examined sensitivity to glabridin and wighteone; ERG2 ERG5 ERG6 are highly sensitive; FAA genes resistant, IPT1 and ALE1 are resistant; YDC1 ELO2 ELO3 hypersensitive (see fig 4 for summary); PAH1 DPP1 LPP1 TGL3 CHO2 OPI3 PCT1 CPT1 INO2 INO4 TRP1 PEP4 VTC4 hypersensitive; HAC1 and HSP104 are resistant	NASH	2023-07-17
PMID:37428107	SGD:S000344474	Classical phenotype information	gene	PDR5	SGD:S000005679	examined sensitivity to glabridin and wighteone; ERG2 ERG5 ERG6 are highly sensitive; FAA genes resistant, IPT1 and ALE1 are resistant; YDC1 ELO2 ELO3 hypersensitive (see fig 4 for summary); PAH1 DPP1 LPP1 TGL3 CHO2 OPI3 PCT1 CPT1 INO2 INO4 TRP1 PEP4 VTC4 hypersensitive; HAC1 and HSP104 are resistant	NASH	2023-07-17
PMID:37467033	SGD:S000344622	Classical phenotype information	gene	HSF1	SGD:S000003041		STACIA	2023-07-28
PMID:37467033	SGD:S000344622	Non-phenotype HTP					STACIA	2023-07-28
PMID:36094369	SGD:S000339727	GO information	gene	MCD1	SGD:S000002161		STACIA	2022-09-21
PMID:36094369	SGD:S000339727	GO information	gene	SMC3	SGD:S000003610		STACIA	2022-09-21
PMID:36094369	SGD:S000339727	GO information	gene	IRR1	SGD:S000001288		STACIA	2022-09-21
PMID:37467033	SGD:S000344622	GO information	gene	HSF1	SGD:S000003041		STACIA	2023-07-28
PMID:35940789	SGD:S000338737	Non-phenotype HTP				DEG upon high-pressure homogenization (HPH) to cause autolytic behavior as a tool in winemaking	JODILS	2022-08-15
PMID:36462128	SGD:S000341172	Classical phenotype information	gene	RIM15	SGD:S000001861	null shows reduced CLS extension 	NASH	2022-12-12
PMID:36107469	SGD:S000339728	GO information	gene	RVB2	SGD:S000006156		STACIA	2022-09-21
