gene_name or feature_name	feature_name or alias	contig	strain	feature.start	feature.end	
ARS1123	ARS1123	JRIY01000167.1	D273-10B	61788	62034	
ARS1123	ARS1123	JRIT01000026.1	FL100	17317	17071	
ARS1123	ARS1123	JRIZ01000204.1	JK9-3d	16227	15981	
ARS1123	ARS1123	JRIP01000159.1	RM11-1A	3240	2994	
ARS1123	ARS1123	JRIW01000170.1	SEY6210	87740	87986	
ARS1123	ARS1123	JRIU01000006.1	W303	64117	64363	
ARS1123	ARS1123	JRIX01000150.1	X2180-1A	17634	17388	
ARS1123	ARS1123	JRIF01000150.1	Y55	16700	16454	
ARS1125	ARS1125	JRIQ01000039.1	Sigma1278b	95469	95628	
ARS1125	ARS1125	JRIV01000164.1	CEN.PK2-1Ca	61678	61837	
ARS1125	ARS1125	JRIY01000123.1	D273-10B	61730	61889	
ARS1125	ARS1125	JRIT01000049.1	FL100	95515	95674	
ARS1125	ARS1125	JRIZ01000135.1	JK9-3d	104296	104137	
ARS1125	ARS1125	JRIP01000011.1	RM11-1A	95534	95693	
ARS1125	ARS1125	JRIW01000103.1	SEY6210	359399	359240	
ARS1125	ARS1125	JRIU01000027.1	W303	95507	95666	
ARS1125	ARS1125	JRIX01000074.1	X2180-1A	82361	82520	
ARS1125	ARS1125	JRIF01000027.1	Y55	19658	19817	
ARS1126	ARS1126	JRIQ01000039.1	Sigma1278b	193152	193397	
ARS1126	ARS1126	JRIV01000039.1	CEN.PK2-1Ca	6993	6748	
ARS1126	ARS1126	JRIY01000123.1	D273-10B	159579	159824	
ARS1126	ARS1126	JRIT01000049.1	FL100	193421	193666	
ARS1126	ARS1126	JRIZ01000135.1	JK9-3d	6640	6395	
ARS1126	ARS1126	JRIP01000011.1	RM11-1A	192999	193239	
ARS1126	ARS1126	JRIW01000103.1	SEY6210	261763	261518	
ARS1126	ARS1126	JRIU01000027.1	W303	193490	193735	
ARS1126	ARS1126	JRIX01000074.1	X2180-1A	180011	180256	
ARS1126	ARS1126	JRIF01000131.1	Y55	51148	51391	
ARS1127	ARS1127	JRIQ01000039.1	Sigma1278b	210550	210854	
ARS1127	ARS1127	JRIV01000011.1	CEN.PK2-1Ca	10671	10975	
ARS1127	ARS1127	JRIY01000123.1	D273-10B	177265	177569	
ARS1127	ARS1127	JRIT01000049.1	FL100	210880	211184	
ARS1127	ARS1127	JRIZ01000029.1	JK9-3d	10398	10702	
ARS1127	ARS1127	JRIP01000011.1	RM11-1A	210054	210360	
ARS1127	ARS1127	JRIW01000103.1	SEY6210	244366	244062	
ARS1127	ARS1127	JRIU01000213.1	W303	10787	11091	
ARS1127	ARS1127	JRIX01000074.1	X2180-1A	197408	197712	
ARS1127	ARS1127	JRIF01000131.1	Y55	68201	68505	
ARS1202	ARS1202	JRIQ01000218.1	Sigma1278b	11049	9874	
ARS1202	ARS1202	JRIV01000158.1	CEN.PK2-1Ca	11001	9826	
ARS1202	ARS1202	JRIY01000072.1	D273-10B	16632	17807	
ARS1202	ARS1202	JRIT01000083.1	FL100	11018	9843	
ARS1202	ARS1202	JRIZ01000214.1	JK9-3d	11023	9848	
ARS1202	ARS1202	JRIP01000190.1	RM11-1A	11031	9856	
ARS1202	ARS1202	JRIW01000006.1	SEY6210	11023	9848	
ARS1202	ARS1202	JRIU01000004.1	W303	65304	64129	
ARS1202	ARS1202	JRIX01000052.1	X2180-1A	16686	17861	
ARS1202	ARS1202	JRIF01000232.1	Y55	20419	21594	
ARS1206	ARS1206	JRIQ01000082.1	Sigma1278b	3500	3259	
ARS1206	ARS1206	JRIV01000165.1	CEN.PK2-1Ca	6328	6087	
ARS1206	ARS1206	JRIY01000078.1	D273-10B	1078	837	
ARS1206	ARS1206	JRIT01000197.1	FL100	42876	43117	
ARS1206	ARS1206	JRIZ01000153.1	JK9-3d	50204	50445	
ARS1206	ARS1206	JRIP01000068.1	RM11-1A	43050	43291	
ARS1206	ARS1206	JRIW01000119.1	SEY6210	50661	50902	
ARS1206	ARS1206	JRIU01000004.1	W303	4440	4199	
ARS1206	ARS1206	JRIX01000173.1	X2180-1A	3474	3233	
ARS1206	ARS1206	JRIF01000187.1	Y55	5812	5571	
ARS1207	ARS1207	JRIQ01000024.1	Sigma1278b	41789	42768	
ARS1207	ARS1207	JRIV01000125.1	CEN.PK2-1Ca	230087	229108	
ARS1207	ARS1207	JRIY01000002.1	D273-10B	77343	76364	
ARS1207	ARS1207	JRIT01000063.1	FL100	76906	75927	
ARS1207	ARS1207	JRIZ01000020.1	JK9-3d	41802	42781	
ARS1207	ARS1207	JRIP01000018.1	RM11-1A	32554	31575	
ARS1207	ARS1207	JRIW01000064.1	SEY6210	41790	42769	
ARS1207	ARS1207	JRIU01000078.1	W303	30784	29805	
ARS1207	ARS1207	JRIX01000250.1	X2180-1A	41805	42784	
ARS1207	ARS1207	JRIF01000126.1	Y55	42407	43386	
ARS1208	ARS1208	JRIQ01000024.1	Sigma1278b	54784	55225	
ARS1208	ARS1208	JRIV01000125.1	CEN.PK2-1Ca	217112	216674	
ARS1208	ARS1208	JRIY01000002.1	D273-10B	64368	63930	
ARS1208	ARS1208	JRIT01000063.1	FL100	64144	63702	
ARS1208	ARS1208	JRIZ01000020.1	JK9-3d	54564	55006	
ARS1208	ARS1208	JRIP01000018.1	RM11-1A	19792	19350	
ARS1208	ARS1208	JRIW01000064.1	SEY6210	54552	54994	
ARS1208	ARS1208	JRIU01000078.1	W303	17789	17348	
ARS1208	ARS1208	JRIX01000250.1	X2180-1A	54567	55009	
ARS1208	ARS1208	JRIF01000126.1	Y55	55169	55611	
ARS1209	ARS1209	JRIQ01000024.1	Sigma1278b	60484	60720	
ARS1209	ARS1209	JRIV01000125.1	CEN.PK2-1Ca	211415	211179	
ARS1209	ARS1209	JRIY01000002.1	D273-10B	58671	58435	
ARS1209	ARS1209	JRIT01000063.1	FL100	58443	58207	
ARS1209	ARS1209	JRIZ01000020.1	JK9-3d	60265	60501	
ARS1209	ARS1209	JRIP01000018.1	RM11-1A	14091	13855	
ARS1209	ARS1209	JRIW01000064.1	SEY6210	60253	60489	
ARS1209	ARS1209	JRIU01000078.1	W303	12089	11853	
ARS1209	ARS1209	JRIX01000250.1	X2180-1A	60268	60504	
ARS1209	ARS1209	JRIF01000126.1	Y55	60871	61107	
ARS1210	ARS1210	JRIQ01000200.1	Sigma1278b	1253	1709	
ARS1210	ARS1210	JRIV01000125.1	CEN.PK2-1Ca	151770	151317	
ARS1210	ARS1210	JRIY01000114.1	D273-10B	1471	1927	
ARS1210	ARS1210	JRIT01000050.1	FL100	1252	1708	
ARS1210	ARS1210	JRIZ01000081.1	JK9-3d	229464	229008	
ARS1210	ARS1210	JRIP01000070.1	RM11-1A	11240	10784	
ARS1210	ARS1210	JRIW01000155.1	SEY6210	229168	228712	
ARS1210	ARS1210	JRIU01000250.1	W303	1253	1709	
ARS1210	ARS1210	JRIX01000114.1	X2180-1A	229676	229220	
ARS1210	ARS1210	JRIF01000126.1	Y55	120499	120952	
ARS1211	ARS1211	JRIQ01000186.1	Sigma1278b	134577	134335	
ARS1211	ARS1211	JRIV01000125.1	CEN.PK2-1Ca	142814	142572	
ARS1211	ARS1211	JRIY01000114.1	D273-10B	10430	10672	
ARS1211	ARS1211	JRIT01000050.1	FL100	10211	10453	
ARS1211	ARS1211	JRIZ01000081.1	JK9-3d	220505	220263	
ARS1211	ARS1211	JRIP01000070.1	RM11-1A	2281	2038	
ARS1211	ARS1211	JRIW01000155.1	SEY6210	220209	219967	
ARS1211	ARS1211	JRIU01000062.1	W303	220259	220017	
ARS1211	ARS1211	JRIX01000114.1	X2180-1A	220717	220475	
ARS1211	ARS1211	JRIF01000126.1	Y55	129455	129697	
ARS1212	ARS1212	JRIQ01000186.1	Sigma1278b	76490	76362	
ARS1212	ARS1212	JRIV01000125.1	CEN.PK2-1Ca	84718	84591	
ARS1212	ARS1212	JRIY01000114.1	D273-10B	68588	68716	
ARS1212	ARS1212	JRIT01000050.1	FL100	68349	68478	
ARS1212	ARS1212	JRIZ01000081.1	JK9-3d	162373	162245	
ARS1212	ARS1212	JRIP01000123.1	RM11-1A	55858	55986	
ARS1212	ARS1212	JRIW01000155.1	SEY6210	162037	161909	
ARS1212	ARS1212	JRIU01000062.1	W303	162145	162016	
ARS1212	ARS1212	JRIX01000114.1	X2180-1A	162611	162482	
ARS1212	ARS1212	JRIF01000126.1	Y55	187565	187694	
ARS1212.5	ARS1212.5	JRIQ01000186.1	Sigma1278b	22223	21768	
ARS1212.5	ARS1212.5	JRIV01000125.1	CEN.PK2-1Ca	30461	30006	
ARS1212.5	ARS1212.5	JRIY01000114.1	D273-10B	122852	123307	
ARS1212.5	ARS1212.5	JRIT01000050.1	FL100	122612	123067	
ARS1212.5	ARS1212.5	JRIZ01000081.1	JK9-3d	108112	107657	
ARS1212.5	ARS1212.5	JRIP01000123.1	RM11-1A	110106	110561	
ARS1212.5	ARS1212.5	JRIW01000155.1	SEY6210	107774	107319	
ARS1212.5	ARS1212.5	JRIU01000062.1	W303	107900	107445	
ARS1212.5	ARS1212.5	JRIX01000114.1	X2180-1A	108349	107894	
ARS1212.5	ARS1212.5	JRIF01000218.1	Y55	84079	83623	
ARS1213	ARS1213	JRIQ01000079.1	Sigma1278b	37831	37753	
ARS1213	ARS1213	JRIV01000125.1	CEN.PK2-1Ca	784	706	
ARS1213	ARS1213	JRIY01000114.1	D273-10B	152535	152613	
ARS1213	ARS1213	JRIT01000050.1	FL100	152289	152367	
ARS1213	ARS1213	JRIZ01000081.1	JK9-3d	78435	78357	
ARS1213	ARS1213	JRIP01000123.1	RM11-1A	139781	139859	
ARS1213	ARS1213	JRIW01000155.1	SEY6210	78097	78019	
ARS1213	ARS1213	JRIU01000062.1	W303	78168	78090	
ARS1213	ARS1213	JRIX01000114.1	X2180-1A	78672	78594	
ARS1213	ARS1213	JRIF01000218.1	Y55	54346	54268	
ARS1214	ARS1214	JRIQ01000079.1	Sigma1278b	26864	26673	
ARS1214	ARS1214	JRIV01000007.1	CEN.PK2-1Ca	10112	10303	
ARS1214	ARS1214	JRIY01000114.1	D273-10B	163486	163677	
ARS1214	ARS1214	JRIT01000050.1	FL100	163598	163789	
ARS1214	ARS1214	JRIZ01000081.1	JK9-3d	67151	66960	
ARS1214	ARS1214	JRIP01000123.1	RM11-1A	150989	151180	
ARS1214	ARS1214	JRIW01000155.1	SEY6210	67146	66955	
ARS1214	ARS1214	JRIU01000062.1	W303	66946	66755	
ARS1214	ARS1214	JRIX01000114.1	X2180-1A	67257	67066	
ARS1214	ARS1214	JRIF01000218.1	Y55	43062	42871	
ARS1215	ARS1215	JRIQ01000332.1	Sigma1278b	1344	1551	
ARS1215	ARS1215	JRIV01000007.1	CEN.PK2-1Ca	38264	38471	
ARS1215	ARS1215	JRIY01000114.1	D273-10B	191467	191674	
ARS1215	ARS1215	JRIT01000050.1	FL100	191750	191957	
ARS1215	ARS1215	JRIZ01000081.1	JK9-3d	38999	38792	
ARS1215	ARS1215	JRIP01000112.1	RM11-1A	1105	1312	
ARS1215	ARS1215	JRIW01000155.1	SEY6210	38993	38786	
ARS1215	ARS1215	JRIU01000062.1	W303	38794	38587	
ARS1215	ARS1215	JRIX01000114.1	X2180-1A	39105	38898	
ARS1215	ARS1215	JRIF01000218.1	Y55	14908	14702	
ARS1216	ARS1216	JRIQ01000332.1	Sigma1278b	39143	39378	
ARS1216	ARS1216	JRIV01000007.1	CEN.PK2-1Ca	76208	76448	
ARS1216	ARS1216	JRIY01000114.1	D273-10B	229350	229590	
ARS1216	ARS1216	JRIT01000050.1	FL100	229549	229789	
ARS1216	ARS1216	JRIZ01000081.1	JK9-3d	1130	890	
ARS1216	ARS1216	JRIP01000112.1	RM11-1A	38898	39138	
ARS1216	ARS1216	JRIW01000155.1	SEY6210	1136	896	
ARS1216	ARS1216	JRIU01000062.1	W303	972	732	
ARS1216	ARS1216	JRIX01000114.1	X2180-1A	1129	889	
ARS1216	ARS1216	JRIF01000132.1	Y55	23311	23551	
ARS1217	ARS1217	JRIQ01000108.1	Sigma1278b	79917	79669	
ARS1217	ARS1217	JRIV01000249.1	CEN.PK2-1Ca	80308	80060	
ARS1217	ARS1217	JRIY01000132.1	D273-10B	80501	80253	
ARS1217	ARS1217	JRIT01000014.1	FL100	80645	80397	
ARS1217	ARS1217	JRIZ01000023.1	JK9-3d	79649	79401	
ARS1217	ARS1217	JRIP01000171.1	RM11-1A	43665	43417	
ARS1217	ARS1217	JRIW01000051.1	SEY6210	163193	162945	
ARS1217	ARS1217	JRIU01000158.1	W303	95011	94763	
ARS1217	ARS1217	JRIX01000171.1	X2180-1A	22687	22935	
ARS1217	ARS1217	JRIF01000353.1	Y55	3126	2878	
ARS1218	ARS1218	JRIQ01000141.1	Sigma1278b	4082	4190	
ARS1218	ARS1218	JRIV01000031.1	CEN.PK2-1Ca	10965	10857	
ARS1218	ARS1218	JRIY01000113.1	D273-10B	122752	122644	
ARS1218	ARS1218	JRIT01000204.1	FL100	47811	47703	
ARS1218	ARS1218	JRIZ01000025.1	JK9-3d	3998	4106	
ARS1218	ARS1218	JRIP01000027.1	RM11-1A	2731	2624	
ARS1218	ARS1218	JRIW01000051.1	SEY6210	79005	78897	
ARS1218	ARS1218	JRIU01000158.1	W303	10792	10684	
ARS1218	ARS1218	JRIX01000030.1	X2180-1A	47903	47795	
ARS1218	ARS1218	JRIF01000196.1	Y55	2656	2548	
ARS1219	ARS1219	JRIQ01000141.1	Sigma1278b	24250	24913	
ARS1219	ARS1219	JRIV01000105.1	CEN.PK2-1Ca	27850	27187	
ARS1219	ARS1219	JRIY01000113.1	D273-10B	102578	101915	
ARS1219	ARS1219	JRIT01000204.1	FL100	27637	26974	
ARS1219	ARS1219	JRIZ01000011.1	JK9-3d	311479	310816	
ARS1219	ARS1219	JRIP01000050.1	RM11-1A	105218	104555	
ARS1219	ARS1219	JRIW01000051.1	SEY6210	58825	58162	
ARS1219	ARS1219	JRIU01000225.1	W303	27868	27205	
ARS1219	ARS1219	JRIX01000030.1	X2180-1A	27662	26999	
ARS1219	ARS1219	JRIF01000030.1	Y55	9685	10348	
ARS1220	ARS1220	JRIQ01000141.1	Sigma1278b	55011	55062	
ARS1220	ARS1220	JRIV01000195.1	CEN.PK2-1Ca	2986	3037	
ARS1220	ARS1220	JRIY01000113.1	D273-10B	71817	71766	
ARS1220	ARS1220	JRIT01000135.1	FL100	3181	3232	
ARS1220	ARS1220	JRIZ01000011.1	JK9-3d	280716	280665	
ARS1220	ARS1220	JRIP01000050.1	RM11-1A	74415	74364	
ARS1220	ARS1220	JRIW01000051.1	SEY6210	27664	27613	
ARS1220	ARS1220	JRIU01000220.1	W303	2657	2708	
ARS1220	ARS1220	JRIX01000235.1	X2180-1A	3181	3232	
ARS1220	ARS1220	JRIF01000164.1	Y55	5405	5456	
ARS1221	ARS1221	JRIQ01000141.1	Sigma1278b	115909	116543	
ARS1221	ARS1221	JRIV01000052.1	CEN.PK2-1Ca	78453	79087	
ARS1221	ARS1221	JRIY01000113.1	D273-10B	10933	10299	
ARS1221	ARS1221	JRIT01000135.1	FL100	64039	64673	
ARS1221	ARS1221	JRIZ01000011.1	JK9-3d	219829	219195	
ARS1221	ARS1221	JRIP01000050.1	RM11-1A	13357	12723	
ARS1221	ARS1221	JRIW01000013.1	SEY6210	33276	33910	
ARS1221	ARS1221	JRIU01000220.1	W303	63502	64136	
ARS1221	ARS1221	JRIX01000235.1	X2180-1A	64043	64677	
ARS1221	ARS1221	JRIF01000095.1	Y55	32724	33358	
ARS1223	ARS1223	JRIQ01000092.1	Sigma1278b	12848	13084	
ARS1223	ARS1223	JRIV01000052.1	CEN.PK2-1Ca	102806	103042	
ARS1223	ARS1223	JRIY01000038.1	D273-10B	12783	13019	
ARS1223	ARS1223	JRIT01000135.1	FL100	87894	88130	
ARS1223	ARS1223	JRIZ01000011.1	JK9-3d	195942	195706	
ARS1223	ARS1223	JRIP01000148.1	RM11-1A	10413	10649	
ARS1223	ARS1223	JRIW01000159.1	SEY6210	12785	13021	
ARS1223	ARS1223	JRIU01000043.1	W303	196904	196668	
ARS1223	ARS1223	JRIX01000157.1	X2180-1A	196201	195965	
ARS1223	ARS1223	JRIF01000095.1	Y55	56512	56747	
ARS1226	ARS1226	JRIQ01000188.1	Sigma1278b	24426	24295	
ARS1226	ARS1226	JRIV01000052.1	CEN.PK2-1Ca	151903	152034	
ARS1226	ARS1226	JRIY01000222.1	D273-10B	163232	163101	
ARS1226	ARS1226	JRIT01000135.1	FL100	137022	137153	
ARS1226	ARS1226	JRIZ01000011.1	JK9-3d	146908	146777	
ARS1226	ARS1226	JRIP01000148.1	RM11-1A	59660	59791	
ARS1226	ARS1226	JRIW01000022.1	SEY6210	24629	24496	
ARS1226	ARS1226	JRIU01000043.1	W303	147810	147679	
ARS1226	ARS1226	JRIX01000157.1	X2180-1A	147058	146927	
ARS1226	ARS1226	JRIF01000095.1	Y55	105702	105833	
ARS1228	ARS1228	JRIQ01000180.1	Sigma1278b	37491	36297	
ARS1228	ARS1228	JRIV01000052.1	CEN.PK2-1Ca	277630	278824	
ARS1228	ARS1228	JRIY01000222.1	D273-10B	37497	36303	
ARS1228	ARS1228	JRIT01000135.1	FL100	262691	263885	
ARS1228	ARS1228	JRIZ01000011.1	JK9-3d	21428	20234	
ARS1228	ARS1228	JRIP01000033.1	RM11-1A	87363	86169	
ARS1228	ARS1228	JRIW01000165.1	SEY6210	101287	102481	
ARS1228	ARS1228	JRIU01000043.1	W303	22070	20876	
ARS1228	ARS1228	JRIX01000157.1	X2180-1A	21428	20234	
ARS1228	ARS1228	JRIF01000087.1	Y55	37749	36555	
ARS1230	ARS1230	JRIQ01000180.1	Sigma1278b	26400	26227	
ARS1230	ARS1230	JRIV01000052.1	CEN.PK2-1Ca	288721	288894	
ARS1230	ARS1230	JRIY01000222.1	D273-10B	26406	26233	
ARS1230	ARS1230	JRIT01000135.1	FL100	273782	273955	
ARS1230	ARS1230	JRIZ01000011.1	JK9-3d	10337	10164	
ARS1230	ARS1230	JRIP01000033.1	RM11-1A	76272	76099	
ARS1230	ARS1230	JRIW01000165.1	SEY6210	112378	112551	
ARS1230	ARS1230	JRIU01000043.1	W303	10979	10806	
ARS1230	ARS1230	JRIX01000157.1	X2180-1A	10337	10164	
ARS1230	ARS1230	JRIF01000087.1	Y55	26658	26485	
ARS1232	ARS1232	JRIQ01000066.1	Sigma1278b	3229	3518	
ARS1232	ARS1232	JRIV01000050.1	CEN.PK2-1Ca	3229	3518	
ARS1232	ARS1232	JRIY01000075.1	D273-10B	53957	53668	
ARS1232	ARS1232	JRIT01000056.1	FL100	11288	10999	
ARS1232	ARS1232	JRIZ01000134.1	JK9-3d	3171	3460	
ARS1232	ARS1232	JRIP01000033.1	RM11-1A	11297	11008	
ARS1232	ARS1232	JRIW01000033.1	SEY6210	25159	25448	
ARS1232	ARS1232	JRIU01000132.1	W303	25345	25634	
ARS1232	ARS1232	JRIX01000053.1	X2180-1A	53851	53562	
ARS1232	ARS1232	JRIF01000145.1	Y55	46595	46306	
ARS1233	ARS1233	JRIQ01000066.1	Sigma1278b	9842	10069	
ARS1233	ARS1233	JRIV01000050.1	CEN.PK2-1Ca	9842	10069	
ARS1233	ARS1233	JRIY01000075.1	D273-10B	47344	47117	
ARS1233	ARS1233	JRIT01000056.1	FL100	4675	4448	
ARS1233	ARS1233	JRIZ01000134.1	JK9-3d	9784	10011	
ARS1233	ARS1233	JRIP01000033.1	RM11-1A	4685	4458	
ARS1233	ARS1233	JRIW01000033.1	SEY6210	31772	31999	
ARS1233	ARS1233	JRIU01000132.1	W303	31957	32184	
ARS1233	ARS1233	JRIX01000053.1	X2180-1A	47238	47011	
ARS1233	ARS1233	JRIF01000145.1	Y55	39983	39756	
ARS1234	ARS1234	JRIQ01000066.1	Sigma1278b	19998	20158	
ARS1234	ARS1234	JRIV01000050.1	CEN.PK2-1Ca	19899	20059	
ARS1234	ARS1234	JRIY01000075.1	D273-10B	37102	36942	
ARS1234	ARS1234	JRIT01000110.1	FL100	5260	5420	
ARS1234	ARS1234	JRIZ01000134.1	JK9-3d	20069	20229	
ARS1234	ARS1234	JRIP01000071.1	RM11-1A	5258	5418	
ARS1234	ARS1234	JRIW01000033.1	SEY6210	41895	42055	
ARS1234	ARS1234	JRIU01000104.1	W303	5260	5420	
ARS1234	ARS1234	JRIX01000053.1	X2180-1A	37029	36869	
ARS1234	ARS1234	JRIF01000145.1	Y55	29661	29501	
ARS1235	ARS1235	JRIQ01000066.1	Sigma1278b	55420	55904	
ARS1235	ARS1235	JRIV01000050.1	CEN.PK2-1Ca	55260	55744	
ARS1235	ARS1235	JRIY01000075.1	D273-10B	1694	1210	
ARS1235	ARS1235	JRIZ01000134.1	JK9-3d	55418	55902	
ARS1235	ARS1235	JRIW01000033.1	SEY6210	77317	77801	
ARS1235	ARS1235	JRIU01000104.1	W303	40646	41130	
ARS1235	ARS1235	JRIX01000053.1	X2180-1A	1694	1210	
ARS1238	ARS1238	JRIQ01000180.1	Sigma1278b	68718	68478	
ARS1238	ARS1238	JRIV01000052.1	CEN.PK2-1Ca	246403	246643	
ARS1238	ARS1238	JRIY01000222.1	D273-10B	68722	68482	
ARS1238	ARS1238	JRIT01000135.1	FL100	231466	231706	
ARS1238	ARS1238	JRIZ01000011.1	JK9-3d	52658	52418	
ARS1238	ARS1238	JRIP01000033.1	RM11-1A	118588	118348	
ARS1238	ARS1238	JRIW01000165.1	SEY6210	70057	70297	
ARS1238	ARS1238	JRIU01000043.1	W303	53300	53060	
ARS1238	ARS1238	JRIX01000157.1	X2180-1A	52658	52418	
ARS1238	ARS1238	JRIF01000087.1	Y55	68976	68736	
ARS1303	ARS1303	JRIQ01000156.1	Sigma1278b	55219	55150	
ARS1303	ARS1303	JRIV01000004.1	CEN.PK2-1Ca	23977	24046	
ARS1303	ARS1303	JRIY01000005.1	D273-10B	55210	55141	
ARS1303	ARS1303	JRIT01000203.1	FL100	23457	23526	
ARS1303	ARS1303	JRIZ01000238.1	JK9-3d	55214	55145	
ARS1303	ARS1303	JRIP01000133.1	RM11-1A	114938	114869	
ARS1303	ARS1303	JRIW01000115.1	SEY6210	23393	23462	
ARS1303	ARS1303	JRIU01000094.1	W303	55213	55144	
ARS1303	ARS1303	JRIX01000132.1	X2180-1A	55214	55145	
ARS1303	ARS1303	JRIF01000161.1	Y55	23429	23498	
ARS1304	ARS1304	JRIQ01000156.1	Sigma1278b	47161	46798	
ARS1304	ARS1304	JRIV01000004.1	CEN.PK2-1Ca	32035	32398	
ARS1304	ARS1304	JRIY01000005.1	D273-10B	47167	46804	
ARS1304	ARS1304	JRIT01000203.1	FL100	31515	31878	
ARS1304	ARS1304	JRIZ01000238.1	JK9-3d	47156	46793	
ARS1304	ARS1304	JRIP01000133.1	RM11-1A	106829	106466	
ARS1304	ARS1304	JRIW01000115.1	SEY6210	31451	31814	
ARS1304	ARS1304	JRIU01000094.1	W303	47155	46792	
ARS1304	ARS1304	JRIX01000132.1	X2180-1A	47156	46793	
ARS1304	ARS1304	JRIF01000161.1	Y55	31487	31850	
ARS1305	ARS1305	JRIQ01000022.1	Sigma1278b	7198	7444	
ARS1305	ARS1305	JRIV01000023.1	CEN.PK2-1Ca	7201	7446	
ARS1305	ARS1305	JRIY01000106.1	D273-10B	7166	7411	
ARS1305	ARS1305	JRIT01000128.1	FL100	52381	52136	
ARS1305	ARS1305	JRIZ01000127.1	JK9-3d	95452	95206	
ARS1305	ARS1305	JRIP01000133.1	RM11-1A	52391	52147	
ARS1305	ARS1305	JRIW01000044.1	SEY6210	251528	251282	
ARS1305	ARS1305	JRIU01000121.1	W303	52388	52142	
ARS1305	ARS1305	JRIX01000196.1	X2180-1A	7197	7443	
ARS1305	ARS1305	JRIF01000161.1	Y55	86000	86245	
ARS1307	ARS1307	JRIQ01000022.1	Sigma1278b	50204	50452	
ARS1307	ARS1307	JRIV01000023.1	CEN.PK2-1Ca	50249	50497	
ARS1307	ARS1307	JRIY01000106.1	D273-10B	50255	50503	
ARS1307	ARS1307	JRIT01000128.1	FL100	9325	9077	
ARS1307	ARS1307	JRIZ01000127.1	JK9-3d	52369	52121	
ARS1307	ARS1307	JRIP01000133.1	RM11-1A	9318	9070	
ARS1307	ARS1307	JRIW01000044.1	SEY6210	208457	208209	
ARS1307	ARS1307	JRIU01000121.1	W303	9324	9076	
ARS1307	ARS1307	JRIX01000196.1	X2180-1A	50280	50528	
ARS1307	ARS1307	JRIF01000161.1	Y55	129060	129308	
ARS1307.5	ARS1307.5	JRIQ01000022.1	Sigma1278b	71787	72176	
ARS1307.5	ARS1307.5	JRIV01000023.1	CEN.PK2-1Ca	71815	72204	
ARS1307.5	ARS1307.5	JRIY01000106.1	D273-10B	71827	72216	
ARS1307.5	ARS1307.5	JRIT01000145.1	FL100	11964	12353	
ARS1307.5	ARS1307.5	JRIZ01000127.1	JK9-3d	31052	30662	
ARS1307.5	ARS1307.5	JRIP01000049.1	RM11-1A	11967	12356	
ARS1307.5	ARS1307.5	JRIW01000044.1	SEY6210	186786	186396	
ARS1307.5	ARS1307.5	JRIU01000167.1	W303	25316	24926	
ARS1307.5	ARS1307.5	JRIX01000196.1	X2180-1A	71846	72236	
ARS1307.5	ARS1307.5	JRIF01000161.1	Y55	150630	151019	
ARS1308	ARS1308	JRIQ01000190.1	Sigma1278b	405	315	
ARS1308	ARS1308	JRIV01000023.1	CEN.PK2-1Ca	96840	96930	
ARS1308	ARS1308	JRIY01000106.1	D273-10B	96404	96494	
ARS1308	ARS1308	JRIT01000118.1	FL100	405	315	
ARS1308	ARS1308	JRIZ01000127.1	JK9-3d	6476	6386	
ARS1308	ARS1308	JRIP01000049.1	RM11-1A	36444	36530	
ARS1308	ARS1308	JRIW01000044.1	SEY6210	162152	162062	
ARS1308	ARS1308	JRIU01000167.1	W303	444	354	
ARS1308	ARS1308	JRIX01000193.1	X2180-1A	604	514	
ARS1308	ARS1308	JRIF01000161.1	Y55	175113	175199	
ARS1309	ARS1309	JRIQ01000007.1	Sigma1278b	103712	103479	
ARS1309	ARS1309	JRIV01000175.1	CEN.PK2-1Ca	39633	39866	
ARS1309	ARS1309	JRIY01000184.1	D273-10B	60953	61186	
ARS1309	ARS1309	JRIT01000114.1	FL100	39662	39895	
ARS1309	ARS1309	JRIZ01000234.1	JK9-3d	39562	39795	
ARS1309	ARS1309	JRIP01000053.1	RM11-1A	39761	39987	
ARS1309	ARS1309	JRIW01000044.1	SEY6210	94549	94316	
ARS1309	ARS1309	JRIU01000164.1	W303	39736	39969	
ARS1309	ARS1309	JRIX01000179.1	X2180-1A	39780	40013	
ARS1309	ARS1309	JRIF01000177.1	Y55	3487	3713	
ARS1310	ARS1310	JRIQ01000007.1	Sigma1278b	79940	79824	
ARS1310	ARS1310	JRIV01000175.1	CEN.PK2-1Ca	63405	63521	
ARS1310	ARS1310	JRIY01000184.1	D273-10B	84725	84841	
ARS1310	ARS1310	JRIT01000114.1	FL100	63434	63550	
ARS1310	ARS1310	JRIZ01000234.1	JK9-3d	63334	63450	
ARS1310	ARS1310	JRIP01000053.1	RM11-1A	63529	63645	
ARS1310	ARS1310	JRIW01000044.1	SEY6210	70777	70661	
ARS1310	ARS1310	JRIU01000164.1	W303	63508	63624	
ARS1310	ARS1310	JRIX01000179.1	X2180-1A	63552	63668	
ARS1310	ARS1310	JRIF01000177.1	Y55	27360	27476	
ARS1312	ARS1312	JRIQ01000007.1	Sigma1278b	1709	1605	
ARS1312	ARS1312	JRIV01000175.1	CEN.PK2-1Ca	141651	141751	
ARS1312	ARS1312	JRIY01000119.1	D273-10B	8122	8226	
ARS1312	ARS1312	JRIT01000114.1	FL100	141822	141926	
